Brunswick
2019-06-07 11:28:22.897527,122.3320708,7.6062095
2019-06-08 06:28:22.897527,122.3320708,7.6062095
2019-06-09 12:28:22.897527,122.3320708,7.6062095
2019-06-10 01:28:22.897527,122.3320708,7.6062095
2019-06-07 15:28:22.897527,122.3320708,7.6062095
2019-06-08 04:28:22.897527,122.3320708,7.6062095
2019-06-09 03:28:22.897527,122.3320708,7.6062095
2019-06-10 04:28:22.897527,122.3320708,7.6062095
2019-06-07 07:28:22.897527,122.3320708,7.6062095
2019-06-08 23:28:22.897527,122.3320708,7.6062095
